Borough,Attended_College,Completed_4YRs_College,Sex,Economics_Major,Transportation_to_Work,Employment_Status,Age,Income,Education
Brooklyn,Yes,Yes,Male,Different Major,Worked from Home,Employed,67,126000,17
Brooklyn,No,No,Male,Didn't Complete College,Not working,Not in labor force,56,14200,11
Brooklyn,No,No,Female,Didn't Complete College,Not working,Not in labor force,83,1700,11
Brooklyn,Yes,No,Female,Didn't Complete College,Not working,Not in labor force,42,3500,12
Brooklyn,Yes,No,Female,Didn't Complete College,Not working,Not in labor force,32,0,13
Manhattan,No,No,Female,Didn't Complete College,Not working,Not in labor force,91,600,11
Bronx,No,No,Male,Didn't Complete College,Not working,Not in labor force,25,0,11
Bronx,No,No,Male,Didn't Complete College,Not working,Not in labor force,71,7200,11
Manhattan,Yes,No,Male,Didn't Complete College,Not working,Not in labor force,65,13200,13
Brooklyn,No,No,Female,Didn't Complete College,Not working,Not in labor force,61,12500,12
Bronx,No,No,Female,Didn't Complete College,Not working,Not in labor force,80,0,11
Manhattan,No,No,Male,Didn't Complete College,Subway,Employed,50,27000,11
Brooklyn,No,No,Female,Didn't Complete College,Not working,Not in labor force,95,20800,11
Brooklyn,Yes,No,Male,Didn't Complete College,Not working,Not in labor force,33,18300,12
Brooklyn,Yes,No,Female,Didn't Complete College,Not working,Not in labor force,30,330,12
Brooklyn,No,No,Male,Didn't Complete College,Not working,Not in labor force,59,17600,12
Bronx,Yes,No,Male,Didn't Complete College,Not working,Not in labor force,57,0,12
Manhattan,No,No,Female,Didn't Complete College,Not working,Not in labor force,40,2000,12
Brooklyn,Yes,Yes,Female,Different Major,Not working,Not in labor force,31,5200,16
Brooklyn,Yes,Yes,Male,Different Major,Not working,Not in labor force,26,0,16
Brooklyn,No,No,Male,Didn't Complete College,Not working,Not in labor force,55,0,11
Manhattan,No,No,Male,Didn't Complete College,Worked from Home,Employed,33,1700,11
Queens,Yes,Yes,Male,Different Major,Worked from Home,Employed,44,34000,17
Manhattan,No,No,Male,Didn't Complete College,Not working,Not in labor force,88,35000,12
Staten Island,No,No,Male,Didn't Complete College,Not working,Not in labor force,57,600,11
Brooklyn,Yes,No,Male,Didn't Complete College,Not working,Not in labor force,76,4200,13
Queens,No,No,Male,Didn't Complete College,Not working,Not in labor force,90,10400,12
Staten Island,Yes,Yes,Female,Different Major,Not working,Not in labor force,78,600,16
Manhattan,No,No,Male,Didn't Complete College,Not working,Not in labor force,41,0,12
Queens,No,No,Female,Didn't Complete College,Not working,Not in labor force,91,25700,12
Brooklyn,No,No,Male,Didn't Complete College,Not working,Not in labor force,90,18200,11
Manhattan,No,No,Female,Didn't Complete College,Not working,Unemployed,30,5900,12
Brooklyn,No,No,Male,Didn't Complete College,Not working,Not in labor force,77,18000,12
Brooklyn,No,No,Female,Didn't Complete College,Not working,Not in labor force,95,12600,11
Bronx,No,No,Male,Didn't Complete College,Not working,Not in labor force,73,2200,12
Bronx,No,No,Female,Didn't Complete College,Not working,Not in labor force,82,0,11
Bronx,No,No,Female,Didn't Complete College,Not working,Not in labor force,78,7900,12
Queens,No,No,Male,Didn't Complete College,Not working,Not in labor force,63,16390,12
Brooklyn,No,No,Female,Didn't Complete College,Not working,Not in labor force,95,35000,11
Bronx,Yes,No,Female,Didn't Complete College,Not working,Not in labor force,54,8100,12
Queens,No,No,Male,Didn't Complete College,Not working,Not in labor force,90,12400,11
Brooklyn,No,No,Male,Didn't Complete College,Not working,Not in labor force,47,0,11
Manhattan,No,No,Female,Didn't Complete College,Not working,Not in labor force,82,10100,11
Brooklyn,No,No,Male,Didn't Complete College,Not working,Not in labor force,61,1600,12
Queens,Yes,Yes,Male,Different Major,Not working,Not in labor force,95,45600,17
Staten Island,No,No,Female,Didn't Complete College,Not working,Not in labor force,89,7200,11
Manhattan,Yes,No,Female,Didn't Complete College,Not working,Unemployed,67,11600,14
Manhattan,Yes,No,Male,Didn't Complete College,Car,Employed,35,7800,12
Brooklyn,No,No,Female,Didn't Complete College,Not working,Not in labor force,84,11000,12
Brooklyn,No,No,Female,Didn't Complete College,Subway,Employed,26,25200,12
Queens,Yes,Yes,Female,Different Major,Not working,Unemployed,64,28800,17
Manhattan,Yes,Yes,Female,Different Major,Not working,Not in labor force,95,8800,17
Brooklyn,Yes,Yes,Male,Different Major,Not working,Not in labor force,70,0,16
Queens,No,No,Male,Didn't Complete College,Not working,Not in labor force,80,9000,12
Brooklyn,No,No,Male,Didn't Complete College,Not working,Not in labor force,59,17600,12
Brooklyn,Yes,Yes,Male,Different Major,Worked from Home,Employed,67,126000,17
Brooklyn,No,No,Female,Didn't Complete College,Not working,Not in labor force,37,9300,12
Brooklyn,Yes,No,Female,Didn't Complete College,Not working,Not in labor force,64,10400,13
Staten Island,No,No,Male,Didn't Complete College,Not working,Not in labor force,84,11700,12
Bronx,No,No,Female,Didn't Complete College,Not working,Not in labor force,81,9000,11
Bronx,No,No,Female,Didn't Complete College,Not working,Unemployed,30,3300,11
Brooklyn,Yes,No,Female,Didn't Complete College,Not working,Not in labor force,69,10400,13
Bronx,No,No,Female,Didn't Complete College,Not working,Not in labor force,30,0,12
Manhattan,Yes,Yes,Male,Different Major,Worked from Home,Employed,73,42500,17
Brooklyn,No,No,Male,Didn't Complete College,Not working,Not in labor force,82,6000,11
Bronx,No,No,Female,Didn't Complete College,Not working,Not in labor force,30,0,12
Brooklyn,Yes,No,Female,Didn't Complete College,Not working,Not in labor force,62,10400,14
Manhattan,Yes,Yes,Female,Different Major,Car,Employed,29,35000,16
Queens,Yes,Yes,Female,Different Major,Not working,Not in labor force,62,10900,16
Manhattan,No,No,Male,Didn't Complete College,Subway,Employed,45,27000,12
Brooklyn,No,No,Female,Didn't Complete College,Not working,Not in labor force,77,15000,11
Brooklyn,No,No,Male,Didn't Complete College,Not working,Not in labor force,59,8800,11
Manhattan,No,No,Female,Didn't Complete College,Subway,Employed,25,19800,12
Brooklyn,No,No,Male,Didn't Complete College,Not working,Not in labor force,73,9300,12
Manhattan,Yes,No,Female,Didn't Complete College,Not working,Not in labor force,59,2000,12
Bronx,No,No,Female,Didn't Complete College,Subway,Employed,29,5000,11
Manhattan,No,No,Female,Didn't Complete College,Not working,Not in labor force,73,0,12
Brooklyn,No,No,Male,Didn't Complete College,Not working,Not in labor force,58,16900,11
Bronx,No,No,Female,Didn't Complete College,Not working,Not in labor force,78,0,12
Staten Island,No,No,Male,Didn't Complete College,Not working,Not in labor force,59,2300,12
Queens,Yes,Yes,Female,Different Major,Not working,Not in labor force,95,11700,17
Bronx,No,No,Male,Didn't Complete College,Not working,Not in labor force,35,0,12
Manhattan,Yes,No,Male,Didn't Complete College,Not working,Not in labor force,25,0,12
Brooklyn,No,No,Female,Didn't Complete College,Not working,Not in labor force,61,460,11
Bronx,No,No,Male,Didn't Complete College,Not working,Not in labor force,80,0,11
Queens,No,No,Male,Didn't Complete College,Not working,Not in labor force,78,33800,11
Bronx,No,No,Female,Didn't Complete College,Not working,Not in labor force,25,40,11
Bronx,No,No,Male,Didn't Complete College,Not working,Not in labor force,33,4800,12
Staten Island,Yes,No,Male,Didn't Complete College,Not working,Not in labor force,55,0,12
Brooklyn,Yes,No,Female,Didn't Complete College,Not working,Not in labor force,42,3500,12
Manhattan,Yes,No,Male,Didn't Complete College,Not working,Not in labor force,68,10800,13
Bronx,Yes,Yes,Female,Different Major,Car,Employed,34,33600,16
Brooklyn,Yes,Yes,Male,Different Major,Worked from Home,Employed,65,23500,17
Brooklyn,No,No,Female,Didn't Complete College,Not working,Not in labor force,91,10600,12
Bronx,Yes,Yes,Male,Different Major,Not working,Not in labor force,76,18000,16
Queens,No,No,Male,Didn't Complete College,Not working,Not in labor force,95,11000,12
Brooklyn,No,No,Female,Didn't Complete College,Not working,Not in labor force,43,0,12
Brooklyn,No,No,Male,Didn't Complete College,Not working,Not in labor force,61,17600,11
Bronx,No,No,Male,Didn't Complete College,Not working,Not in labor force,34,0,11
Brooklyn,Yes,Yes,Male,Different Major,Not working,Not in labor force,26,0,16
Bronx,No,No,Male,Didn't Complete College,Not working,Unemployed,42,12800,12
Brooklyn,No,No,Female,Didn't Complete College,Not working,Not in labor force,82,15000,12
Queens,No,No,Male,Didn't Complete College,Not working,Employed,34,14550,11
Bronx,Yes,Yes,Female,Different Major,Not working,Not in labor force,36,8900,16
Brooklyn,No,No,Female,Didn't Complete College,Not working,Not in labor force,76,35000,12
Bronx,Yes,Yes,Female,Different Major,Not working,Not in labor force,58,5000,16
Manhattan,No,No,Male,Didn't Complete College,Not working,Not in labor force,31,1300,11
Brooklyn,No,No,Female,Didn't Complete College,Not working,Not in labor force,38,0,12
Staten Island,No,No,Female,Didn't Complete College,Not working,Not in labor force,38,2300,12
Manhattan,Yes,No,Male,Didn't Complete College,Not working,Not in labor force,65,13200,12
Manhattan,No,No,Female,Didn't Complete College,Not working,Unemployed,30,5900,12
Brooklyn,No,No,Female,Didn't Complete College,Not working,Not in labor force,61,460,11
Bronx,No,No,Female,Didn't Complete College,Subway,Employed,63,15200,11
Queens,No,No,Female,Didn't Complete College,Not working,Not in labor force,46,16500,11
Manhattan,No,No,Male,Didn't Complete College,Not working,Not in labor force,68,11400,12
Brooklyn,Yes,No,Male,Didn't Complete College,Not working,Not in labor force,35,0,12
Bronx,Yes,Yes,Female,Different Major,Not working,Not in labor force,87,13060,17
Brooklyn,No,No,Female,Didn't Complete College,Not working,Not in labor force,95,24000,11
Manhattan,Yes,Yes,Female,Different Major,Car,Employed,27,35000,16
Staten Island,No,No,Male,Didn't Complete College,Not working,Not in labor force,63,8900,11
Bronx,No,No,Female,Didn't Complete College,Not working,Not in labor force,87,0,11
Manhattan,Yes,Yes,Male,Different Major,Not working,Not in labor force,25,0,16
Bronx,Yes,No,Male,Didn't Complete College,Not working,Not in labor force,49,13900,14
Manhattan,Yes,Yes,Female,Different Major,Not working,Not in labor force,30,0,16
Bronx,Yes,Yes,Male,Different Major,Not working,Not in labor force,71,26400,17
Manhattan,No,No,Male,Didn't Complete College,Not working,Not in labor force,43,1900,12
Staten Island,No,No,Female,Didn't Complete College,Not working,Not in labor force,69,2000,11
Brooklyn,Yes,No,Male,Didn't Complete College,Not working,Not in labor force,57,3000,13
Brooklyn,No,No,Male,Didn't Complete College,Not working,Not in labor force,60,14200,11
Bronx,No,No,Female,Didn't Complete College,Subway,Employed,63,15200,11
Manhattan,No,No,Male,Didn't Complete College,Not working,Not in labor force,95,67300,12
Manhattan,No,No,Male,Didn't Complete College,Not working,Not in labor force,57,20950,12
Queens,No,No,Male,Didn't Complete College,Not working,Not in labor force,35,9000,11
Bronx,No,No,Female,Didn't Complete College,Not working,Not in labor force,77,2900,11
Brooklyn,No,No,Female,Didn't Complete College,Not working,Not in labor force,85,12000,12
Manhattan,Yes,Yes,Female,Different Major,Not working,Not in labor force,30,5200,16
Brooklyn,No,No,Female,Didn't Complete College,Not working,Not in labor force,95,20800,11
Bronx,No,No,Male,Didn't Complete College,Not working,Not in labor force,59,16000,12
Bronx,No,No,Female,Didn't Complete College,Not working,Not in labor force,73,9800,11
Brooklyn,No,No,Female,Didn't Complete College,Not working,Not in labor force,85,9000,11
Bronx,No,No,Male,Didn't Complete College,Not working,Not in labor force,27,8000,11
Queens,Yes,No,Female,Didn't Complete College,Not working,Not in labor force,95,0,13
Manhattan,No,No,Female,Didn't Complete College,Not working,Not in labor force,95,6800,12
Brooklyn,No,No,Female,Didn't Complete College,Not working,Not in labor force,85,9000,11
Staten Island,No,No,Female,Didn't Complete College,Not working,Not in labor force,25,600,11
Bronx,No,No,Male,Didn't Complete College,Not working,Not in labor force,36,0,11
Bronx,Yes,Yes,Male,Different Major,Not working,Not in labor force,88,30000,17
Bronx,Yes,No,Male,Didn't Complete College,Not working,Not in labor force,41,0,12
Queens,No,No,Female,Didn't Complete College,Not working,Not in labor force,95,7900,11
Staten Island,No,No,Male,Didn't Complete College,Not working,Not in labor force,38,29400,11
Bronx,Yes,Yes,Female,Different Major,Car,Employed,34,33600,16
Bronx,No,No,Female,Didn't Complete College,Not working,Not in labor force,95,16500,12
Staten Island,No,No,Male,Didn't Complete College,Not working,Not in labor force,70,7200,11
Queens,Yes,Yes,Male,Different Major,Not working,Not in labor force,79,9000,16
Bronx,No,No,Female,Didn't Complete College,Car,Employed,51,6300,12
Queens,No,No,Male,Didn't Complete College,Not working,Not in labor force,80,19300,12
Brooklyn,No,No,Male,Didn't Complete College,Not working,Not in labor force,60,14200,11
Bronx,No,No,Female,Didn't Complete College,Not working,Not in labor force,69,0,11
Brooklyn,Yes,Yes,Male,Different Major,Not working,Not in labor force,74,8300,17
Queens,No,No,Female,Didn't Complete College,Not working,Not in labor force,95,18200,11
Bronx,No,No,Male,Didn't Complete College,Not working,Not in labor force,80,0,11
Manhattan,Yes,Yes,Female,Different Major,Not working,Not in labor force,28,0,16
Bronx,Yes,No,Female,Didn't Complete College,Not working,Not in labor force,61,6800,12
Brooklyn,Yes,No,Male,Didn't Complete College,Not working,Not in labor force,48,1700,12
Brooklyn,No,No,Female,Didn't Complete College,Not working,Not in labor force,38,600,11
Bronx,No,No,Male,Didn't Complete College,Not working,Not in labor force,61,0,12
Brooklyn,No,No,Female,Didn't Complete College,Not working,Not in labor force,37,9300,12
Manhattan,No,No,Female,Didn't Complete College,Not working,Not in labor force,76,7200,12
Manhattan,Yes,Yes,Male,Different Major,Worked from Home,Employed,73,42500,17
Bronx,Yes,No,Female,Didn't Complete College,Not working,Not in labor force,86,9800,12
Brooklyn,Yes,No,Male,Didn't Complete College,Not working,Not in labor force,59,0,13
Bronx,Yes,No,Male,Didn't Complete College,Not working,Not in labor force,65,-1600,13
Manhattan,No,No,Male,Didn't Complete College,Not working,Not in labor force,31,1300,11
Queens,No,No,Male,Didn't Complete College,Not working,Not in labor force,61,9400,12
Brooklyn,No,No,Female,Didn't Complete College,Not working,Not in labor force,62,8900,11
Bronx,No,No,Male,Didn't Complete College,Not working,Not in labor force,79,0,11
Manhattan,Yes,Yes,Female,Different Major,Not working,Not in labor force,30,0,16
Brooklyn,No,No,Female,Didn't Complete College,Not working,Not in labor force,95,24000,11
Brooklyn,Yes,No,Male,Didn't Complete College,Not working,Not in labor force,48,1700,12
Brooklyn,No,No,Male,Didn't Complete College,Not working,Not in labor force,33,400,11
Bronx,Yes,Yes,Male,Different Major,Not working,Not in labor force,40,0,16
Queens,No,No,Male,Didn't Complete College,Not working,Not in labor force,72,2200,11
Manhattan,No,No,Female,Didn't Complete College,Not working,Not in labor force,40,0,12
Bronx,Yes,Yes,Male,Different Major,Not working,Not in labor force,54,8800,16
Bronx,No,No,Male,Didn't Complete College,Not working,Not in labor force,59,9200,11
Queens,Yes,No,Male,Didn't Complete College,Not working,Not in labor force,70,15500,13
Queens,No,No,Male,Didn't Complete College,Not working,Not in labor force,74,17600,11
